SCHOOL_YEAR,DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,Revenues/Expenditures,Description,REV_EXP_VALUE,Dollars per FTE
2015-16,721,Richmond County,189,Jamestown Elementary School,K-12 Expenditures,Maintenance and Operations,76403.16,231.52
2015-16,721,Richmond County,189,Jamestown Elementary School,K-12 Expenditures,Media,79904.09,242.13
2015-16,721,Richmond County,189,Jamestown Elementary School,K-12 Expenditures,Pupil Services,42988.2,130.27
2015-16,721,Richmond County,189,Jamestown Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,189,Jamestown Elementary School,K-12 Expenditures,School Administration,167583.15,507.83
2015-16,721,Richmond County,189,Jamestown Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,189,Jamestown Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,301,Jenkins-White Elementary Charter School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,301,Jenkins-White Elementary Charter School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,301,Jenkins-White Elementary Charter School,K-12 Expenditures,Instruction,2291051.14,5429.03
2015-16,721,Richmond County,301,Jenkins-White Elementary Charter School,K-12 Expenditures,Instructional Support,0,0
2015-16,721,Richmond County,301,Jenkins-White Elementary Charter School,K-12 Expenditures,Maintenance and Operations,101524.47,240.58
2015-16,721,Richmond County,301,Jenkins-White Elementary Charter School,K-12 Expenditures,Media,50974.19,120.79
2015-16,721,Richmond County,301,Jenkins-White Elementary Charter School,K-12 Expenditures,Pupil Services,39881.58,94.51
2015-16,721,Richmond County,301,Jenkins-White Elementary Charter School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,301,Jenkins-White Elementary Charter School,K-12 Expenditures,School Administration,238867.36,566.04
2015-16,721,Richmond County,301,Jenkins-White Elementary Charter School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,301,Jenkins-White Elementary Charter School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,3556,Johnson Magnet,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,3556,Johnson Magnet,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,3556,Johnson Magnet,K-12 Expenditures,Instruction,2944306.95,4342.64
2015-16,721,Richmond County,3556,Johnson Magnet,K-12 Expenditures,Instructional Support,283.93,0.42
2015-16,721,Richmond County,3556,Johnson Magnet,K-12 Expenditures,Maintenance and Operations,193099.93,284.81
2015-16,721,Richmond County,3556,Johnson Magnet,K-12 Expenditures,Media,77267.44,113.96
2015-16,721,Richmond County,3556,Johnson Magnet,K-12 Expenditures,Pupil Services,0,0
2015-16,721,Richmond County,3556,Johnson Magnet,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,3556,Johnson Magnet,K-12 Expenditures,School Administration,417671.63,616.03
2015-16,721,Richmond County,3556,Johnson Magnet,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,3556,Johnson Magnet,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,3756,Josey High School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,3756,Josey High School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,3756,Josey High School,K-12 Expenditures,Instruction,3350692.34,5378.32
2015-16,721,Richmond County,3756,Josey High School,K-12 Expenditures,Instructional Support,0,0
2015-16,721,Richmond County,3756,Josey High School,K-12 Expenditures,Maintenance and Operations,249323.42,400.2
2015-16,721,Richmond County,3756,Josey High School,K-12 Expenditures,Media,83427.91,133.91
2015-16,721,Richmond County,3756,Josey High School,K-12 Expenditures,Pupil Services,56050.77,89.97
2015-16,721,Richmond County,3756,Josey High School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,3756,Josey High School,K-12 Expenditures,School Administration,629948.99,1011.15
2015-16,721,Richmond County,3756,Josey High School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,3756,Josey High School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,300,Lake Forest Hills Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,300,Lake Forest Hills Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,300,Lake Forest Hills Elementary School,K-12 Expenditures,Instruction,3181477.95,5148.02
2015-16,721,Richmond County,300,Lake Forest Hills Elementary School,K-12 Expenditures,Instructional Support,219.46,0.36
2015-16,721,Richmond County,300,Lake Forest Hills Elementary School,K-12 Expenditures,Maintenance and Operations,102133.46,165.26
2015-16,721,Richmond County,300,Lake Forest Hills Elementary School,K-12 Expenditures,Media,84826.11,137.26
2015-16,721,Richmond County,300,Lake Forest Hills Elementary School,K-12 Expenditures,Pupil Services,20799.57,33.66
2015-16,721,Richmond County,300,Lake Forest Hills Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,300,Lake Forest Hills Elementary School,K-12 Expenditures,School Administration,286073.27,462.9
2015-16,721,Richmond County,300,Lake Forest Hills Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,300,Lake Forest Hills Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,116,Lamar - Milledge Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,116,Lamar - Milledge Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,116,Lamar - Milledge Elementary School,K-12 Expenditures,Instruction,2011264.15,5265.09
2015-16,721,Richmond County,116,Lamar - Milledge Elementary School,K-12 Expenditures,Instructional Support,0,0
2015-16,721,Richmond County,116,Lamar - Milledge Elementary School,K-12 Expenditures,Maintenance and Operations,104746.46,274.21
2015-16,721,Richmond County,116,Lamar - Milledge Elementary School,K-12 Expenditures,Media,99531.87,260.55
2015-16,721,Richmond County,116,Lamar - Milledge Elementary School,K-12 Expenditures,Pupil Services,0,0
2015-16,721,Richmond County,116,Lamar - Milledge Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,116,Lamar - Milledge Elementary School,K-12 Expenditures,School Administration,234567.15,614.05
2015-16,721,Richmond County,116,Lamar - Milledge Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,116,Lamar - Milledge Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,5566,Laney High School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,5566,Laney High School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,5566,Laney High School,K-12 Expenditures,Instruction,2456183.41,4573.9
2015-16,721,Richmond County,5566,Laney High School,K-12 Expenditures,Instructional Support,500.04,0.93
2015-16,721,Richmond County,5566,Laney High School,K-12 Expenditures,Maintenance and Operations,181828.08,338.6
2015-16,721,Richmond County,5566,Laney High School,K-12 Expenditures,Media,52319.91,97.43
2015-16,721,Richmond County,5566,Laney High School,K-12 Expenditures,Pupil Services,23,0.04
2015-16,721,Richmond County,5566,Laney High School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,5566,Laney High School,K-12 Expenditures,School Administration,556655.46,1036.6
2015-16,721,Richmond County,5566,Laney High School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,5566,Laney High School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,1058,Langford Middle School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,1058,Langford Middle School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,1058,Langford Middle School,K-12 Expenditures,Instruction,4304810.25,5017.26
2015-16,721,Richmond County,1058,Langford Middle School,K-12 Expenditures,Instructional Support,0,0
2015-16,721,Richmond County,1058,Langford Middle School,K-12 Expenditures,Maintenance and Operations,184013.58,214.47
2015-16,721,Richmond County,1058,Langford Middle School,K-12 Expenditures,Media,102194.65,119.11
2015-16,721,Richmond County,1058,Langford Middle School,K-12 Expenditures,Pupil Services,16606.64,19.36
2015-16,721,Richmond County,1058,Langford Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,1058,Langford Middle School,K-12 Expenditures,School Administration,444778.6,518.39
2015-16,721,Richmond County,1058,Langford Middle School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,1058,Langford Middle School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,107,Lighthouse Care Center of Augusta,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,107,Lighthouse Care Center of Augusta,K-12 Expenditures,General Administration,1285,64.25
2015-16,721,Richmond County,107,Lighthouse Care Center of Augusta,K-12 Expenditures,Instruction,100486,5024.3
2015-16,721,Richmond County,107,Lighthouse Care Center of Augusta,K-12 Expenditures,Instructional Support,781,39.05
2015-16,721,Richmond County,107,Lighthouse Care Center of Augusta,K-12 Expenditures,Maintenance and Operations,5960,298
2015-16,721,Richmond County,107,Lighthouse Care Center of Augusta,K-12 Expenditures,Media,1951,97.55
2015-16,721,Richmond County,107,Lighthouse Care Center of Augusta,K-12 Expenditures,Pupil Services,0,0
2015-16,721,Richmond County,107,Lighthouse Care Center of Augusta,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,107,Lighthouse Care Center of Augusta,K-12 Expenditures,School Administration,79816,3990.8
2015-16,721,Richmond County,107,Lighthouse Care Center of Augusta,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,107,Lighthouse Care Center of Augusta,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,297,McBean Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,297,McBean Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,297,McBean Elementary School,K-12 Expenditures,Instruction,2104569.31,5627.19
2015-16,721,Richmond County,297,McBean Elementary School,K-12 Expenditures,Instructional Support,0,0
2015-16,721,Richmond County,297,McBean Elementary School,K-12 Expenditures,Maintenance and Operations,81576.46,218.12
2015-16,721,Richmond County,297,McBean Elementary School,K-12 Expenditures,Media,104171.45,278.53
2015-16,721,Richmond County,297,McBean Elementary School,K-12 Expenditures,Pupil Services,2850.83,7.62
2015-16,721,Richmond County,297,McBean Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,297,McBean Elementary School,K-12 Expenditures,School Administration,191041.34,510.81
2015-16,721,Richmond County,297,McBean Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,297,McBean Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,177,Meadowbrook Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,177,Meadowbrook Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,177,Meadowbrook Elementary School,K-12 Expenditures,Instruction,2367621.45,4802.48
2015-16,721,Richmond County,177,Meadowbrook Elementary School,K-12 Expenditures,Instructional Support,40,0.08
2015-16,721,Richmond County,177,Meadowbrook Elementary School,K-12 Expenditures,Maintenance and Operations,103212.65,209.36
2015-16,721,Richmond County,177,Meadowbrook Elementary School,K-12 Expenditures,Media,98909.55,200.63
2015-16,721,Richmond County,177,Meadowbrook Elementary School,K-12 Expenditures,Pupil Services,21400.21,43.41
2015-16,721,Richmond County,177,Meadowbrook Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,177,Meadowbrook Elementary School,K-12 Expenditures,School Administration,247187.07,501.39
2015-16,721,Richmond County,177,Meadowbrook Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,177,Meadowbrook Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,2058,Merry Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,2058,Merry Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,2058,Merry Elementary School,K-12 Expenditures,Instruction,2141114.24,7757.66
2015-16,721,Richmond County,2058,Merry Elementary School,K-12 Expenditures,Instructional Support,0,0
2015-16,721,Richmond County,2058,Merry Elementary School,K-12 Expenditures,Maintenance and Operations,96502.11,349.65
2015-16,721,Richmond County,2058,Merry Elementary School,K-12 Expenditures,Media,84073.48,304.61
2015-16,721,Richmond County,2058,Merry Elementary School,K-12 Expenditures,Pupil Services,0,0
2015-16,721,Richmond County,2058,Merry Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,2058,Merry Elementary School,K-12 Expenditures,School Administration,218002.45,789.86
2015-16,721,Richmond County,2058,Merry Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,2058,Merry Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,4058,Monte Sano Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,4058,Monte Sano Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,4058,Monte Sano Elementary School,K-12 Expenditures,Instruction,1843414.89,5374.39
2015-16,721,Richmond County,4058,Monte Sano Elementary School,K-12 Expenditures,Instructional Support,0,0
2015-16,721,Richmond County,4058,Monte Sano Elementary School,K-12 Expenditures,Maintenance and Operations,104731.95,305.34
2015-16,721,Richmond County,4058,Monte Sano Elementary School,K-12 Expenditures,Media,80156.42,233.69
2015-16,721,Richmond County,4058,Monte Sano Elementary School,K-12 Expenditures,Pupil Services,4630.61,13.5
2015-16,721,Richmond County,4058,Monte Sano Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,4058,Monte Sano Elementary School,K-12 Expenditures,School Administration,202769.08,591.16
2015-16,721,Richmond County,4058,Monte Sano Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,4058,Monte Sano Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,184,Morgan Road Middle School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,184,Morgan Road Middle School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,184,Morgan Road Middle School,K-12 Expenditures,Instruction,2182226.02,4860.19
2015-16,721,Richmond County,184,Morgan Road Middle School,K-12 Expenditures,Instructional Support,0,0
2015-16,721,Richmond County,184,Morgan Road Middle School,K-12 Expenditures,Maintenance and Operations,142491.7,317.35
2015-16,721,Richmond County,184,Morgan Road Middle School,K-12 Expenditures,Media,92797.61,206.68
2015-16,721,Richmond County,184,Morgan Road Middle School,K-12 Expenditures,Pupil Services,0,0
2015-16,721,Richmond County,184,Morgan Road Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,184,Morgan Road Middle School,K-12 Expenditures,School Administration,424732.08,945.95
2015-16,721,Richmond County,184,Morgan Road Middle School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,184,Morgan Road Middle School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,5058,Murphey Middle Charter School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,5058,Murphey Middle Charter School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,5058,Murphey Middle Charter School,K-12 Expenditures,Instruction,2857776.73,4684.88
2015-16,721,Richmond County,5058,Murphey Middle Charter School,K-12 Expenditures,Instructional Support,46,0.08
2015-16,721,Richmond County,5058,Murphey Middle Charter School,K-12 Expenditures,Maintenance and Operations,161753.33,265.17
2015-16,721,Richmond County,5058,Murphey Middle Charter School,K-12 Expenditures,Media,102127.54,167.42
2015-16,721,Richmond County,5058,Murphey Middle Charter School,K-12 Expenditures,Pupil Services,0,0
2015-16,721,Richmond County,5058,Murphey Middle Charter School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,5058,Murphey Middle Charter School,K-12 Expenditures,School Administration,455787.15,747.19
2015-16,721,Richmond County,5058,Murphey Middle Charter School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,5058,Murphey Middle Charter School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,392,Performance Learning Center,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,392,Performance Learning Center,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,392,Performance Learning Center,K-12 Expenditures,Instruction,706177.48,4739.45
2015-16,721,Richmond County,392,Performance Learning Center,K-12 Expenditures,Instructional Support,0,0
2015-16,721,Richmond County,392,Performance Learning Center,K-12 Expenditures,Maintenance and Operations,0,0
2015-16,721,Richmond County,392,Performance Learning Center,K-12 Expenditures,Media,0,0
2015-16,721,Richmond County,392,Performance Learning Center,K-12 Expenditures,Pupil Services,0,0
2015-16,721,Richmond County,392,Performance Learning Center,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,392,Performance Learning Center,K-12 Expenditures,School Administration,233213.91,1565.19
2015-16,721,Richmond County,392,Performance Learning Center,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,392,Performance Learning Center,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,114,Pine Hill Middle School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,114,Pine Hill Middle School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,114,Pine Hill Middle School,K-12 Expenditures,Instruction,3204594.99,5440.74
2015-16,721,Richmond County,114,Pine Hill Middle School,K-12 Expenditures,Instructional Support,0,0
2015-16,721,Richmond County,114,Pine Hill Middle School,K-12 Expenditures,Maintenance and Operations,152520.51,258.95
2015-16,721,Richmond County,114,Pine Hill Middle School,K-12 Expenditures,Media,83758.12,142.2
2015-16,721,Richmond County,114,Pine Hill Middle School,K-12 Expenditures,Pupil Services,49407.7,83.88
2015-16,721,Richmond County,114,Pine Hill Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,114,Pine Hill Middle School,K-12 Expenditures,School Administration,423258.06,718.6
2015-16,721,Richmond County,114,Pine Hill Middle School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,114,Pine Hill Middle School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,213,Richmond County Technical Career Magnet School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,213,Richmond County Technical Career Magnet School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,213,Richmond County Technical Career Magnet School,K-12 Expenditures,Instruction,1899588.53,4356.85
2015-16,721,Richmond County,213,Richmond County Technical Career Magnet School,K-12 Expenditures,Instructional Support,0,0
2015-16,721,Richmond County,213,Richmond County Technical Career Magnet School,K-12 Expenditures,Maintenance and Operations,137054.62,314.35
2015-16,721,Richmond County,213,Richmond County Technical Career Magnet School,K-12 Expenditures,Media,90537.91,207.66
2015-16,721,Richmond County,213,Richmond County Technical Career Magnet School,K-12 Expenditures,Pupil Services,14964.72,34.32
2015-16,721,Richmond County,213,Richmond County Technical Career Magnet School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,213,Richmond County Technical Career Magnet School,K-12 Expenditures,School Administration,379690.47,870.85
2015-16,721,Richmond County,213,Richmond County Technical Career Magnet School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,213,Richmond County Technical Career Magnet School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,1062,Rollins Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,1062,Rollins Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,1062,Rollins Elementary School,K-12 Expenditures,Instruction,1851304.05,5319.84
2015-16,721,Richmond County,1062,Rollins Elementary School,K-12 Expenditures,Instructional Support,0,0
2015-16,721,Richmond County,1062,Rollins Elementary School,K-12 Expenditures,Maintenance and Operations,88181.87,253.4
2015-16,721,Richmond County,1062,Rollins Elementary School,K-12 Expenditures,Media,84784.04,243.63
2015-16,721,Richmond County,1062,Rollins Elementary School,K-12 Expenditures,Pupil Services,49920.82,143.45
2015-16,721,Richmond County,1062,Rollins Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,1062,Rollins Elementary School,K-12 Expenditures,School Administration,305373.73,877.51
2015-16,721,Richmond County,1062,Rollins Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,1062,Rollins Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,3062,Sego Middle School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,3062,Sego Middle School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,3062,Sego Middle School,K-12 Expenditures,Instruction,2727503.38,4486.03
2015-16,721,Richmond County,3062,Sego Middle School,K-12 Expenditures,Instructional Support,0,0
2015-16,721,Richmond County,3062,Sego Middle School,K-12 Expenditures,Maintenance and Operations,140390.97,230.91
2015-16,721,Richmond County,3062,Sego Middle School,K-12 Expenditures,Media,94474.02,155.38
2015-16,721,Richmond County,3062,Sego Middle School,K-12 Expenditures,Pupil Services,0,0
2015-16,721,Richmond County,3062,Sego Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,3062,Sego Middle School,K-12 Expenditures,School Administration,484081.28,796.19
2015-16,721,Richmond County,3062,Sego Middle School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,3062,Sego Middle School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,4062,Southside Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,4062,Southside Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,4062,Southside Elementary School,K-12 Expenditures,Instruction,1856983.96,5087.63
2015-16,721,Richmond County,4062,Southside Elementary School,K-12 Expenditures,Instructional Support,0,0
2015-16,721,Richmond County,4062,Southside Elementary School,K-12 Expenditures,Maintenance and Operations,89949.06,246.44
2015-16,721,Richmond County,4062,Southside Elementary School,K-12 Expenditures,Media,65482.99,179.41
2015-16,721,Richmond County,4062,Southside Elementary School,K-12 Expenditures,Pupil Services,0,0
2015-16,721,Richmond County,4062,Southside Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,4062,Southside Elementary School,K-12 Expenditures,School Administration,187286.33,513.11
2015-16,721,Richmond County,4062,Southside Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,4062,Southside Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,390,Spirit Creek Middle School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,390,Spirit Creek Middle School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,390,Spirit Creek Middle School,K-12 Expenditures,Instruction,2102270.45,4361.56
2015-16,721,Richmond County,390,Spirit Creek Middle School,K-12 Expenditures,Instructional Support,0,0
2015-16,721,Richmond County,390,Spirit Creek Middle School,K-12 Expenditures,Maintenance and Operations,177609.26,368.48
2015-16,721,Richmond County,390,Spirit Creek Middle School,K-12 Expenditures,Media,93449.82,193.88
2015-16,721,Richmond County,390,Spirit Creek Middle School,K-12 Expenditures,Pupil Services,90814.91,188.41
2015-16,721,Richmond County,390,Spirit Creek Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,390,Spirit Creek Middle School,K-12 Expenditures,School Administration,423600.81,878.84
2015-16,721,Richmond County,390,Spirit Creek Middle School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,390,Spirit Creek Middle School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,201,Sue Reynolds Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,201,Sue Reynolds Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,201,Sue Reynolds Elementary School,K-12 Expenditures,Instruction,3820028.55,4336.01
2015-16,721,Richmond County,201,Sue Reynolds Elementary School,K-12 Expenditures,Instructional Support,0,0
2015-16,721,Richmond County,201,Sue Reynolds Elementary School,K-12 Expenditures,Maintenance and Operations,132655.74,150.57
2015-16,721,Richmond County,201,Sue Reynolds Elementary School,K-12 Expenditures,Media,93142.47,105.72
2015-16,721,Richmond County,201,Sue Reynolds Elementary School,K-12 Expenditures,Pupil Services,47804.16,54.26
2015-16,721,Richmond County,201,Sue Reynolds Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,201,Sue Reynolds Elementary School,K-12 Expenditures,School Administration,360075.71,408.71
2015-16,721,Richmond County,201,Sue Reynolds Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,201,Sue Reynolds Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,4762,Terrace Manor Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,4762,Terrace Manor Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,4762,Terrace Manor Elementary School,K-12 Expenditures,Instruction,1789276.88,5505.47
2015-16,721,Richmond County,4762,Terrace Manor Elementary School,K-12 Expenditures,Instructional Support,0,0
2015-16,721,Richmond County,4762,Terrace Manor Elementary School,K-12 Expenditures,Maintenance and Operations,90701.94,279.08
2015-16,721,Richmond County,4762,Terrace Manor Elementary School,K-12 Expenditures,Media,86621.47,266.53
2015-16,721,Richmond County,4762,Terrace Manor Elementary School,K-12 Expenditures,Pupil Services,76.34,0.23
2015-16,721,Richmond County,4762,Terrace Manor Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,4762,Terrace Manor Elementary School,K-12 Expenditures,School Administration,139819.23,430.21
2015-16,721,Richmond County,4762,Terrace Manor Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,4762,Terrace Manor Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,294,Tobacco Road Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,294,Tobacco Road Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,294,Tobacco Road Elementary School,K-12 Expenditures,Instruction,1765111.02,4212.68
2015-16,721,Richmond County,294,Tobacco Road Elementary School,K-12 Expenditures,Instructional Support,0,0
2015-16,721,Richmond County,294,Tobacco Road Elementary School,K-12 Expenditures,Maintenance and Operations,94184.01,224.78
2015-16,721,Richmond County,294,Tobacco Road Elementary School,K-12 Expenditures,Media,84565.41,201.83
2015-16,721,Richmond County,294,Tobacco Road Elementary School,K-12 Expenditures,Pupil Services,0,0
2015-16,721,Richmond County,294,Tobacco Road Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,294,Tobacco Road Elementary School,K-12 Expenditures,School Administration,231390.3,552.24
2015-16,721,Richmond County,294,Tobacco Road Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,721,Richmond County,294,Tobacco Road Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,721,Richmond County,5564,Tutt Middle School,K-12 Expenditures,Debt Services,0,0
2015-16,721,Richmond County,5564,Tutt Middle School,K-12 Expenditures,General Administration,0,0
2015-16,721,Richmond County,5564,Tutt Middle School,K-12 Expenditures,Instruction,2536594.24,5093.56
2015-16,721,Richmond County,5564,Tutt Middle School,K-12 Expenditures,Instructional Support,0,0
2015-16,721,Richmond County,5564,Tutt Middle School,K-12 Expenditures,Maintenance and Operations,146670.37,294.52
2015-16,721,Richmond County,5564,Tutt Middle School,K-12 Expenditures,Media,75659.31,151.93
2015-16,721,Richmond County,5564,Tutt Middle School,K-12 Expenditures,Pupil Services,21532.95,43.24
2015-16,721,Richmond County,5564,Tutt Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,721,Richmond County,5564,Tutt Middle School,K-12 Expenditures,School Administration,463630.52,930.98
2015-16,721,Richmond County,5564,Tutt Middle School,K-12 Expenditures,School food Services,0,0
