,SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED
25828,2017-2018,13,GEORGIA,GA,Snelson-Golden Middle School,Liberty County,1,,GA-689,1303300,GA-689-0195,130330000000.0,1301007,465 Coates Rd,,,Hinesville,GA,31313,,465 Coates Rd,,,Hinesville,GA,31313,,(912)877-3112,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25829,2017-2018,13,GEORGIA,GA,Button Gwinnett Elementary School,Liberty County,1,,GA-689,1303300,GA-689-0180,130330000000.0,1301301,635 Taylor Rd,,,Hinesville,GA,31313,,635 Taylor Rd,,,Hinesville,GA,31313,,(912)876-0146,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25830,2017-2018,13,GEORGIA,GA,Bradwell Institute,Liberty County,1,,GA-689,1303300,GA-689-0105,130330000000.0,1301303,100 Pafford St,,,Hinesville,GA,31313,,100 Pafford St,,,Hinesville,GA,31313,,(912)876-6121,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25831,2017-2018,13,GEORGIA,GA,Liberty Elementary School,Liberty County,1,,GA-689,1303300,GA-689-0102,130330000000.0,1301305,P. O. Box 689,,,Midway,GA,31320,,600 Edgewater Dr,,,Midway,GA,31320,,(912)884-3326,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,As reported
25832,2017-2018,13,GEORGIA,GA,Frank Long Elementary School,Liberty County,1,,GA-689,1303300,GA-689-0196,130330000000.0,1301326,920 Long Frasier Dr,,,Hinesville,GA,31313,,920 Long Frasier Dr,,,Hinesville,GA,31313,,(912)368-3595,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,As reported
25833,2017-2018,13,GEORGIA,GA,Lewis Frasier Middle School,Liberty County,1,,GA-689,1303300,GA-689-0197,130330000000.0,1301736,910 Long Frasier Dr,,,Hinesville,GA,31313,,910 Long Frasier Dr,,,Hinesville,GA,31313,,(912)877-5367,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25834,2017-2018,13,GEORGIA,GA,Lyman Hall Elementary School,Liberty County,1,,GA-689,1303300,GA-689-0183,130330000000.0,1301911,1396 Shaw Rd,,,Hinesville,GA,31313,,1396 Shaw Rd,,,Hinesville,GA,31313,,(912)368-3348,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,As reported
25835,2017-2018,13,GEORGIA,GA,Joseph Martin Elementary School,Liberty County,1,,GA-689,1303300,GA-689-0189,130330000000.0,1302046,1000 Joseph Martin Rd,,,Hinesville,GA,31313,,1000 Joseph Martin Rd,,,Hinesville,GA,31313,,(912)368-3114,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,As reported
25836,2017-2018,13,GEORGIA,GA,Liberty County High School,Liberty County,1,,GA-689,1303300,GA-689-0192,130330000000.0,1302182,3216 E Oglethorpe Hwy,,,Hinesville,GA,31313,,3216 E Oglethorpe Hwy,,,Hinesville,GA,31313,,(912)876-4316,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25837,2017-2018,13,GEORGIA,GA,Waldo Pafford Elementary School,Liberty County,1,,GA-689,1303300,GA-689-0100,130330000000.0,1302406,2550 15th St,,,Hinesville,GA,31313,,2550 15th St,,,Hinesville,GA,31313,,(912)877-4188,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,As reported
25838,2017-2018,13,GEORGIA,GA,Midway Middle School,Liberty County,1,,GA-689,1303300,GA-689-0101,130330000000.0,1302504,425 Edgewater Dr,,,Midway,GA,31320,,425 Edgewater Dr,,,Midway,GA,31320,,(912)884-6677,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25839,2017-2018,13,GEORGIA,GA,Lincoln County Elementary School,Lincoln County,1,,GA-690,1303330,GA-690-0176,130333000000.0,1301308,175 Rowland York Dr,,,Lincolnton,GA,30817,,175 Rowland York Dr,,,Lincolnton,GA,30817,,(706)359-3449,http://lces.lincolncountyschools.org/home.aspx,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25840,2017-2018,13,GEORGIA,GA,Lincoln County Middle School,Lincoln County,1,,GA-690,1303330,GA-690-0101,130333000000.0,1302407,200 Charles Ward Elam Dr # B,,,Lincolnton,GA,30817,,200 Charles Ward Elam Dr # B,,,Lincolnton,GA,30817,,(706)359-3069,http://lcms.lincolncountyschools.org/home.aspx,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25841,2017-2018,13,GEORGIA,GA,Lincoln County High School,Lincoln County,1,,GA-690,1303330,GA-690-0110,130333000000.0,1302408,200 Charles Ward Elam Dr,,,Lincolnton,GA,30817,,200 Charles Ward Elam Dr,,,Lincolnton,GA,30817,,(706)359-3121,http://lchs.lincolncountyschools.org/home,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25842,2017-2018,13,GEORGIA,GA,Long County High School,Long County,1,,GA-691,1303360,GA-691-0205,130336000000.0,1301371,1844 Ga Highway 57,,,Ludowici,GA,31316,,1844 Ga Highway 57,,,Ludowici,GA,31316,,(912)545-2135,http://www.longcountyhs.com/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25843,2017-2018,13,GEORGIA,GA,Smiley Elementary School,Long County,1,,GA-691,1303360,GA-691-0100,130336000000.0,1302409,1530 Ga Highway 57,,,Ludowici,GA,31316,,1530 Ga Highway 57,,,Ludowici,GA,31316,,(912)545-2147,http://smileyelementary.weebly.com/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,KG,3,Elementary,As reported
25844,2017-2018,13,GEORGIA,GA,Long County Middle School,Long County,1,,GA-691,1303360,GA-691-0114,130336000000.0,1304120,550 S McDonald St,,,Ludowici,GA,31316,,550 S McDonald St,,,Ludowici,GA,31316,,(912)545-1234,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25845,2017-2018,13,GEORGIA,GA,Walker Elementary School,Long County,1,,GA-691,1303360,GA-691-0214,130336000000.0,1304140,116 Main Street Extension. S.W,,,Ludowici,GA,31316,,116 Main Street Extension. S.W,,,Ludowici,GA,31316,,(912)545-7910,http://www.walker-es.com/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,4,5,Elementary,As reported
25846,2017-2018,13,GEORGIA,GA,Moulton-Branch Elementary School,Lowndes County,1,,GA-692,1303390,GA-692-0194,130339000000.0,1301010,5725 Inner Perimeter Road,,,Valdosta,GA,31601,,5725 Inner Perimeter Rd,,,Valdosta,GA,31601,,(229)245-2294,http://mbe.lowndes.k12.ga.us/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25847,2017-2018,13,GEORGIA,GA,Lowndes High School,Lowndes County,1,,GA-692,1303390,GA-692-5050,130339000000.0,1301310,1606 Norman Dr,,,Valdosta,GA,31601,,1606 Norman Dr,,,Valdosta,GA,31601,,(229)245-2260,http://lhs.lowndes.k12.ga.us/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25848,2017-2018,13,GEORGIA,GA,Lake Park Elementary School,Lowndes County,1,,GA-692,1303390,GA-692-4050,130339000000.0,1301311,604 W Marion Ave,,,Lake Park,GA,31636,,604 W Marion Ave,,,Lake Park,GA,31636,,(229)316-8603,http://lpe.lowndes.k12.ga.us/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25849,2017-2018,13,GEORGIA,GA,Hahira Middle School,Lowndes County,1,,GA-692,1303390,GA-692-3050,130339000000.0,1301313,101 S Nelson St,,,Hahira,GA,31632,,101 S Nelson St,,,Hahira,GA,31632,,(229)316-8601,http://hms.lowndes.k12.ga.us/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25850,2017-2018,13,GEORGIA,GA,Hahira Elementary School,Lowndes County,1,,GA-692,1303390,GA-692-0195,130339000000.0,1301314,350 Claudia Dr,,,Hahira,GA,31632,,350 Claudia Dr,,,Hahira,GA,31632,,(229)316-8600,http://hes.lowndes.k12.ga.us/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25851,2017-2018,13,GEORGIA,GA,Lowndes Middle School,Lowndes County,1,,GA-692,1303390,GA-692-1052,130339000000.0,1301315,2379 Copeland Rd,,,Valdosta,GA,31601,,2379 Copeland Rd,,,Valdosta,GA,31601,,(229)245-2280,http://lms.lowndes.k12.ga.us/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25852,2017-2018,13,GEORGIA,GA,Clyattville Elementary School,Lowndes County,1,,GA-692,1303390,GA-692-1050,130339000000.0,1301316,P.O. Box 132,,,Valdosta,GA,31601,,5386 Madison Hwy,,,Valdosta,GA,31601,,(229)316-8602,http://ces.lowndes.k12.ga.us/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25853,2017-2018,13,GEORGIA,GA,Pine Grove Elementary School,Lowndes County,1,,GA-692,1303390,GA-692-0211,130339000000.0,1301317,4175 River Rd,,,Valdosta,GA,31605,,4175 River Rd,,,Valdosta,GA,31605,,(229)245-2297,http://pge.lowndes.k12.ga.us/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25854,2017-2018,13,GEORGIA,GA,Dewar Elementary,Lowndes County,1,,GA-692,1303390,GA-692-0100,130339000000.0,1302410,3539 Mount Zion Church Rd,,,Valdosta,GA,31605,,3539 Mount Zion Church Rd,,,Valdosta,GA,31605,,(229)219-1370,http://des.lowndes.k12.ga.us/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25855,2017-2018,13,GEORGIA,GA,Westside Elementary School,Lowndes County,1,,GA-692,1303390,GA-692-0111,130339000000.0,1303788,2470 James Rd,,,Valdosta,GA,31601,,2470 James Rd,,,Valdosta,GA,31601,,(229)245-2289,http://wes.lowndes.k12.ga.us/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25856,2017-2018,13,GEORGIA,GA,Pine Grove Middle School,Lowndes County,1,,GA-692,1303390,GA-692-0112,130339000000.0,1303904,4159 River Rd,,,Valdosta,GA,31605,,4159 River Rd,,,Valdosta,GA,31605,,(229)219-3234,http://pgm.lowndes.k12.ga.us/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25857,2017-2018,13,GEORGIA,GA,Lumpkin County Middle School,Lumpkin County,1,,GA-693,1303420,GA-693-1050,130342000000.0,1301319,152 School Dr,,,Dahlonega,GA,30533,,152 School Dr,,,Dahlonega,GA,30533,,(706)864-6180,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25858,2017-2018,13,GEORGIA,GA,Lumpkin County Elementary School,Lumpkin County,1,,GA-693,1303420,GA-693-2050,130342000000.0,1301321,153 School Dr,,,Dahlonega,GA,30533,,153 School Dr,,,Dahlonega,GA,30533,,(706)864-3254,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25859,2017-2018,13,GEORGIA,GA,Long Branch Elementary School,Lumpkin County,1,,GA-693,1303420,GA-693-0191,130342000000.0,1302139,4518 Highway 52 E,,,Dahlonega,GA,30533,,4518 Highway 52 E,,,Dahlonega,GA,30533,,(706)864-5361,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,As reported
25860,2017-2018,13,GEORGIA,GA,Lumpkin County High School,Lumpkin County,1,,GA-693,1303420,GA-693-0101,130342000000.0,1302505,2001 Indian Dr,,,Dahlonega,GA,30533,,2001 Indian Dr,,,Dahlonega,GA,30533,,(706)864-6186,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25861,2017-2018,13,GEORGIA,GA,Blackburn Elementary School,Lumpkin County,1,,GA-693,1303420,GA-693-0103,130342000000.0,1302581,45 Blackburn Rd,,,Dawsonville,GA,30534,,45 Blackburn Rd,,,Dawsonville,GA,30534,,(706)864-8180,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,As reported
25862,2017-2018,13,GEORGIA,GA,Macon County High School,Macon County,1,,GA-694,1303450,GA-694-2060,130345000000.0,1301322,615 Vienna Rd,,,Montezuma,GA,31063,,615 Vienna Rd,,,Montezuma,GA,31063,,(478)472-8579,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25863,2017-2018,13,GEORGIA,GA,Macon County Middle School,Macon County,1,,GA-694,1303450,GA-694-0199,130345000000.0,1301329,615 Vienna Rd,,,Montezuma,GA,31063,,615 Vienna Rd,,,Montezuma,GA,31063,,(478)472-7045,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25864,2017-2018,13,GEORGIA,GA,Macon County Elementary School,Macon County,1,,GA-694,1303450,GA-694-0198,130345000000.0,1302218,400 State Highway 128 Bypass,,,Oglethorpe,GA,31068,,400 Ga Highway 128,,,Oglethorpe,GA,31068,,(478)472-6563,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25865,2017-2018,13,GEORGIA,GA,Colbert Elementary School,Madison County,1,,GA-695,1303480,GA-695-1050,130348000000.0,1301330,255 Colbert School Rd,,,Colbert,GA,30628,,255 Colbert School Rd,,,Colbert,GA,30628,,(706)788-2341,http://www.madison.k12.ga.us/schools/colbertelementary/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25866,2017-2018,13,GEORGIA,GA,Comer Elementary School,Madison County,1,,GA-695,1303480,GA-695-2050,130348000000.0,1301331,P.O. Box 97,,,Comer,GA,30629,,565 Gholston St,,,Comer,GA,30629,,(706)783-2797,http://www.madison.k12.ga.us/schools/comerelementary/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25867,2017-2018,13,GEORGIA,GA,Madison County Middle School,Madison County,1,,GA-695,1303480,GA-695-1052,130348000000.0,1301332,P.O. Box 690,,,Danielsville,GA,30633,,3215 Highway 172,,,Comer,GA,30629,,(706)783-2400,http://www.madison.k12.ga.us/schools/mcms/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25868,2017-2018,13,GEORGIA,GA,Madison County High School,Madison County,1,,GA-695,1303480,GA-695-5050,130348000000.0,1301333,P.O. Box 7,,,Danielsville,GA,30633,,600 Madison St,,,Danielsville,GA,30633,,(706)795-2197,http://www.madison.k12.ga.us/schools/mchs/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25869,2017-2018,13,GEORGIA,GA,Ila Elementary School,Madison County,1,,GA-695,1303480,GA-695-4050,130348000000.0,1301334,P.O. Box 48,,,Ila,GA,30647,,150 Sewell Mill Rd,,,Danielsville,GA,30633,,(706)789-3445,http://www.madison.k12.ga.us/schools/ilaelementary/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25870,2017-2018,13,GEORGIA,GA,Danielsville Elementary School,Madison County,1,,GA-695,1303480,GA-695-0195,130348000000.0,1301335,P.O. Box 67,,,Danielsville,GA,30633,,900 Madison St,,,Danielsville,GA,30633,,(706)795-2181,http://www.madison.k12.ga.us/schools/danielsvilleelementary/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25871,2017-2018,13,GEORGIA,GA,Hull-Sanford Elementary School,Madison County,1,,GA-695,1303480,GA-695-0101,130348000000.0,1302411,9193 Fortson Store Rd,,,Hull,GA,30646,,9193 Fortson Store Rd,,,Hull,GA,30646,,(706)353-7888,http://www.madison.k12.ga.us/schools/hullsanfordelementary/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25872,2017-2018,13,GEORGIA,GA,Dunleith Elementary School,Marietta City,1,,GA-781,1303510,GA-781-0194,130351000000.0,1300763,120 Saine Dr SW,,,Marietta,GA,30008,,120 Saine Dr SW,,,Marietta,GA,30008,,(770)429-3190,http://dunleith.marietta-city.org,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25873,2017-2018,13,GEORGIA,GA,Lockheed Elementary School,Marietta City,1,,GA-781,1303510,GA-781-0294,130351000000.0,1300767,1205 Merritt Rd,,,Marietta,GA,30062,,1205 Merritt Rd,,,Marietta,GA,30062,,(770)429-3196,http://lockheed.marietta-city.org,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25874,2017-2018,13,GEORGIA,GA,Park Street Elementary School,Marietta City,1,,GA-781,1303510,GA-781-2052,130351000000.0,1301337,105 Park St SE,,,Marietta,GA,30060,,105 Park St SE,,,Marietta,GA,30060,,(770)429-3180,http://parkstreet.marietta-city.org,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25875,2017-2018,13,GEORGIA,GA,A.L. Burruss Elementary School,Marietta City,1,,GA-781,1303510,GA-781-0188,130351000000.0,1301338,325 Manning Rd SW,,,Marietta,GA,30064,,325 Manning Rd SW,,,Marietta,GA,30064,,(770)429-3144,http://alburruss.marietta-city.org,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25876,2017-2018,13,GEORGIA,GA,Marietta Middle School,Marietta City,1,,GA-781,1303510,GA-781-0203,130351000000.0,1301339,121 Winn St NW,,,Marietta,GA,30064,,121 Winn St NW,,,Marietta,GA,30064,,(770)422-0311,http://mms.marietta-city.org,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,7,8,Middle,As reported
25877,2017-2018,13,GEORGIA,GA,West Side Elementary School,Marietta City,1,,GA-781,1303510,GA-781-5052,130351000000.0,1301341,344 Polk St NW,,,Marietta,GA,30064,,344 Polk St NW,,,Marietta,GA,30064,,(770)429-3172,http://westside.marietta-city.org,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25878,2017-2018,13,GEORGIA,GA,Marietta High School,Marietta City,1,,GA-781,1303510,GA-781-0101,130351000000.0,1301342,1171 Whitlock Ave SW,,,Marietta,GA,30064,,1171 Whitlock Ave SW,,,Marietta,GA,30064,,(770)428-2631,http://mhs.marietta-city.org,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25879,2017-2018,13,GEORGIA,GA,Hickory Hills Elementary School,Marietta City,1,,GA-781,1303510,GA-781-3050,130351000000.0,1301345,500 Redwood Dr SW,,,Marietta,GA,30064,,500 Redwood Dr SW,,,Marietta,GA,30064,,(770)429-3125,http://hickoryhills.marietta-city.org,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25880,2017-2018,13,GEORGIA,GA,Marietta Sixth Grade Academy,Marietta City,1,,GA-781,1303510,GA-781-0303,130351000000.0,1302621,340 Aviation Rd SE,,,Marietta,GA,30060,,340 Aviation Rd SE,,,Marietta,GA,30060,,(770)429-3115,http://msga.marietta-city.org,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,6,6,Middle,As reported
25881,2017-2018,13,GEORGIA,GA,Sawyer Road Elementary School,Marietta City,1,,GA-781,1303510,GA-781-0104,130351000000.0,1303479,840 Sawyer Rd,,,Marietta,GA,30062,,840 Sawyer Rd,,,Marietta,GA,30062,,(770)429-9923,http://sawyerroad.marietta-city.org,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25882,2017-2018,13,GEORGIA,GA,Marietta Center for Advanced Academics,Marietta City,1,,GA-781,1303510,GA-781-0106,130351000000.0,1303480,311 Aviation Rd SE,,,Marietta,GA,30060,,311 Aviation Rd SE,,,Marietta,GA,30060,,(770)420-0822,http://mcaa.marietta-city.org,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,3,5,Elementary,As reported
25883,2017-2018,13,GEORGIA,GA,George W. Hartmann Center,Marietta City,1,,GA-781,1303510,GA-781-0207,130351000000.0,1303700,729 Lawrence St NE,,,Marietta,GA,30060,,729 Lawrence St NE,,,Marietta,GA,30060,,(770)971-7801,,1,Open,1,Open,3/14/2018,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,10,11,Secondary,As reported
25884,2017-2018,13,GEORGIA,GA,Marion County Middle/High School,Marion County,1,,GA-696,1303540,GA-696-0275,130354000000.0,1301346,1 Eagle Dr,,,Buena Vista,GA,31803,,1 Eagle Dr,,,Buena Vista,GA,31803,,(229)649-7520,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,6,12,High,As reported
